SUPPLIER_PART_NUMBER	MANUFACTURER_NAME	MANUFACTURER_PART_NUMBER	SHORT_DESCRIPTION	LONG_DESCRIPTION	NOTES_COMMENTS	CATEGORY_OF_PRODUCT_1	CATEGORY_OF_PRODUCT_2	CATEGORY_OF_PRODUCT_3	RESELLER_BUY_EX	RRP_EX	GOV_BUY_EX	GOV_RETAIL_EX	RESELLER_BUY_INC	RRP_INC	GOV_BUY_INC	GOV_RETAIL_INC	SERIALIZED	AVAILABILITY_M	AVAILABILITY_S	EOR_MARKER	WEIGHT	HEIGHT	WIDTH	LENGTH	TOTAL_AVAILABILITY	EAN	UPC	APN	G_Code	MOQ	MOQ_TYPE
SDDDC2-064G-G46	SanDisk	SDDDC2-064G-G46	SanDisk Ultra Dual Drive USB Type C, SDDDC2 64GB, USB Type C, Blk, USB3.1/Type C reversible, Retractable, Type-C enabled Android, 5Y	SanDisk Ultra Dual Drive USB Type C, SDDDC2 64GB, USB Type C, Blk, USB3.1/Type C reversible, Retractable, Type-C enabled Android, 5Y		Storage - USB Drive / Memory Card			28.98	53.64			31.88	59.00			NO	290	0	EOR	0.030	0	0	0	290	619659142056	619659142056	0619659142056	H7241	1	Minimum Order Quantity
SDDDC2-128G-G46	SanDisk	SDDDC2-128G-G46	SanDisk Ultra Dual Drive USB Type C, SDDDC2 128GB, USB Type C, Blk, USB3.1/Type C reversible, Retractable, Type-C enabled Android, 5Y	SanDisk Ultra Dual Drive USB Type C, SDDDC2 128GB, USB Type C, Blk, USB3.1/Type C reversible, Retractable, Type-C enabled Android, 5Y		Storage - USB Drive / Memory Card			42.10	78.18			46.31	86.00			NO	456	0	EOR	0.020	0	0	0	456	619659142063	619659142063	0619659142063	H7242	1	Minimum Order Quantity
SDDDC2-256G-G46	SanDisk	SDDDC2-256G-G46	SANDS UltraDual USB Type C, SDDDC2 256GB, USB Type C, Black, USB3.1/Type C reversibleconnector, Retractable DesignType-C enabled Android devices,5Y	SANDS UltraDual USB Type C, SDDDC2 256GB, USB Type C, Black, USB3.1/Type C reversibleconnector, Retractable DesignType-C enabled Android devices,5Y		Storage - USB Drive / Memory Card			75.56	140.00			83.12	154.00			NO	283	0	EOR	0.020	10.1	1.05	15.2	283	619659154844	619659154844	0619659154844	H7834	1	Minimum Order Quantity
SDDDC3-032G-G46	SanDisk	SDDDC3-032G-G46	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, 32GB, Black, USB3.1/Type C reversible connector, Swivel, Type-C enabled Android devices, 5Y	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, 32GB, Black, USB3.1/Type C reversible connector, Swivel, Type-C enabled Android devices, 5Y		Storage - USB Drive / Memory Card			23.19	25.45			25.51	28.00			NO	319	0	EOR	0.020	10.16	0.99	15.24	319	619659177140	619659177140	0619659177140	K9969	1	Minimum Order Quantity
SDDDC3-064G-G46	SanDisk	SDDDC3-064G-G46	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, 64GB, Black, USB3.1/Type C reversible connector, Swivel, Type-C enabled Android devices, 5Y	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, 64GB, Black, USB3.1/Type C reversible connector, Swivel, Type-C enabled Android devices, 5Y		Storage - USB Drive / Memory Card			28.00	51.82			30.80	57.00			NO	1151	0	EOR	0.020	10.16	0.99	15.24	1151	619659177171	619659177171	0619659177171	K9968	1	Minimum Order Quantity
SDDDC3-064G-G46NBB	SanDisk	SDDDC3-064G-G46NBB	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, SDDDC3 64GB, USB3.2 Gen 1 Type C / Type A, Swivel Design, Navagio Bay Blue Green, 5Y	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, SDDDC3 64GB, USB3.2 Gen 1 Type C / Type A, Swivel Design, Navagio Bay Blue Green, 5Y		Storage - USB Drive / Memory Card			32.41	56.36			35.65	62.00			NO	375	0	EOR	0.020	10.16	0.99	15.24	375	619659204075	619659204075	0619659204075	c7317	1	Minimum Order Quantity
SDDDC3-128G-G46	SanDisk	SDDDC3-128G-G46	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, 128GB, Black, USB3.1/Type C reversible connector, Swivel, Type-C enabled Android devices, 5Y	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, 128GB, Black, USB3.1/Type C reversible connector, Swivel, Type-C enabled Android devices, 5Y		Storage - USB Drive / Memory Card			41.12	43.36			45.23	47.70			NO	0	0	EOR	0.020	10.16	0.99	15.24	0	619659177201	619659177201	0619659177201	K9967	1	Minimum Order Quantity
SDDDC3-128G-G46NBB	SanDisk	SDDDC3-128G-G46NBB	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, SDDDC3 128GB, USB3.2 Gen 1 Type C / Type A, Swivel Design, Navagio Bay Blue Green, 5Y	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, SDDDC3 128GB, USB3.2 Gen 1 Type C / Type A, Swivel Design, Navagio Bay Blue Green, 5Y		Storage - USB Drive / Memory Card			47.59	82.73			52.35	91.00			NO	36	0	EOR	0.020	16.5	11.1	15.6	36	619659203948	619659203948	0619659203948	c7318	1	Minimum Order Quantity
SDDDC3-256G-G46	SanDisk	SDDDC3-256G-G46	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, 256GB, USB Type C, Black, USB3.1/Type C reversible connector, Swivel Design, 5Y	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, 256GB, USB Type C, Black, USB3.1/Type C reversible connector, Swivel Design, 5Y		Storage - USB Drive / Memory Card			74.58	138.18			82.04	152.00			NO	947	0	EOR	0.030	0	0	0	947	619659177638	619659177638	0619659177638	R3307	1	Minimum Order Quantity
SDDDC3-256G-G46NBB	SanDisk	SDDDC3-256G-G46NBB	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, SDDDC3 256GB, USB3.2 Gen 1 Type C / Type A, Swivel Design, Navagio Bay Blue Green, 5Y	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, SDDDC3 256GB, USB3.2 Gen 1 Type C / Type A, Swivel Design, Navagio Bay Blue Green, 5Y		Storage - USB Drive / Memory Card			86.35	149.09			94.98	164.00			NO	116	0	EOR	0.020	0	0	0	116	619659204198	619659204198	0619659204198	c7319	1	Minimum Order Quantity
SDDDC3-512G-G46	SanDisk	SDDDC3-512G-G46	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, USB Type C, Black, USB3.1-Type C reversible connector, Swivel Design, Type-C enabl	SanDisk Ultra Dual Drive Go USB Type-C Flash Drive, USB Type C, Black, USB3.1-Type C reversible connector, Swivel Design, Type-C enabl		Storage - USB Drive / Memory Card			168.14	290.91			184.95	320.00			NO	223	0	EOR	0.020	10.16	0.99	15.24	223	619659180140	619659180140	0619659180140	Y6466	1	Minimum Order Quantity
SDDDC4-032G-G46	SanDisk	SDDDC4-032G-G46	SanDisk Ultra Dual Drive Luxe 32GB USB Type-C Flash Drive, Metal, USB3.1/Type C reversible connector, Swivel Design,, 5Y	SanDisk Ultra Dual Drive Luxe 32GB USB Type-C Flash Drive, Metal, USB3.1/Type C reversible connector, Swivel Design,, 5Y		Storage - USB Drive / Memory Card			25.65	47.27			28.22	52.00			NO	45	0	EOR	0.030	10.16	0.99	15.24	45	619659178581	619659178581	0619659178581	Y6595	1	Minimum Order Quantity
SDDDC4-064G-G46	SanDisk	SDDDC4-064G-G46	SanDisk Ultra Dual Drive Luxe USB Type-CTM Flash Drive, Metal, USB3.1/Type C reversible connector, Swivel Design, Type-C enabled devices, 5Y	SanDisk Ultra Dual Drive Luxe USB Type-CTM Flash Drive, Metal, USB3.1/Type C reversible connector, Swivel Design, Type-C enabled devices, 5Y		Storage - USB Drive / Memory Card			30.45	56.36			33.50	62.00			NO	50	0	EOR	0.030	10.16	0.99	15.24	50	619659179021	619659179021	0619659179021	Y6596	1	Minimum Order Quantity
SDDDC4-128G-G46	SanDisk	SDDDC4-128G-G46	SanDisk Ultra Dual Drive Luxe USB Type-CTM Flash Drive, Metal, USB3.1/Type C reversible connector, Swivel Design, Type-C enabled devices, 5Y	SanDisk Ultra Dual Drive Luxe USB Type-CTM Flash Drive, Metal, USB3.1/Type C reversible connector, Swivel Design, Type-C enabled devices, 5Y		Storage - USB Drive / Memory Card			43.57	47.73			47.93	52.50			NO	57	0	EOR	0.020	10.16	0.99	15.24	57	619659179069	619659179069	0619659179069	Y6597	1	Minimum Order Quantity
SDDDC4-1T00-G46	SanDisk	SDDDC4-1T00-G46	SanDisk Ultra Dual Drive Luxe USB Type-CTM Flash Drive, USB3.1/Type C reversible connector, Swivel Design, Type-C enabled devices, 5Y	SanDisk Ultra Dual Drive Luxe USB Type-CTM Flash Drive, USB3.1/Type C reversible connector, Swivel Design, Type-C enabled devices, 5Y		Storage - USB Drive / Memory Card			313.62	296.91			344.98	326.60			NO	122	0	EOR	0.020	10.16	0.99	15.24	122	619659179106	619659179106	0619659179106	Y6600	1	Minimum Order Quantity
SDDDC4-256G-G46	SanDisk	SDDDC4-256G-G46	SanDisk Ultra Dual Drive Luxe USB Type-CTM Flash Drive, Metal, USB3.1/Type C reversible connector, Swivel Design, Type-C enabled devices, 5Y	SanDisk Ultra Dual Drive Luxe USB Type-CTM Flash Drive, Metal, USB3.1/Type C reversible connector, Swivel Design, Type-C enabled devices, 5Y		Storage - USB Drive / Memory Card			77.04	82.55			84.74	90.80			NO	0	0	EOR	0.030	0	0	0	0	619659179144	619659179144	0619659179144	Y6598	1	Minimum Order Quantity
SDDDC4-512G-G46	SanDisk	SDDDC4-512G-G46	SanDisk Ultra Dual Drive Luxe USB Type-CTM Flash Drive, Metal, USB3.1/Type C reversible connector, Swivel Design, Type-C enabled devices, 5Y	SanDisk Ultra Dual Drive Luxe USB Type-CTM Flash Drive, Metal, USB3.1/Type C reversible connector, Swivel Design, Type-C enabled devices, 5Y		Storage - USB Drive / Memory Card			170.98	296.36			188.08	326.00			NO	120	0	EOR	0.020	10.16	0.99	15.24	120	619659179182	619659179182	0619659179182	Y6599	1	Minimum Order Quantity
SDDDC6-032G-G46	SanDisk	SDDDC6-032G-G46	Phone Drive USB Type-C, SDDDC6, 32GB, USB3.2 Gen 1 Type C/Type A, Swivel Design, Black, 5 Year Litmited Warranty	Phone Drive USB Type-C, SDDDC6, 32GB, USB3.2 Gen 1 Type C/Type A, Swivel Design, Black, 5 Year Litmited Warranty		Storage - USB Drive / Memory Card			25.99	45.45			28.59	50.00			NO	301	0	EOR	0.020	10.16	1.45	15.24	301			0619659206222	DA00012238	1	Minimum Order Quantity
SDDDC6-064G-G46	SanDisk	SDDDC6-064G-G46	Phone Drive USB Type-C, SDDDC6, 64GB, USB3.2 Gen 1 Type C/Type A, Swivel Design, Black, 5 Year Litmited Warranty	Phone Drive USB Type-C, SDDDC6, 64GB, USB3.2 Gen 1 Type C/Type A, Swivel Design, Black, 5 Year Litmited Warranty		Storage - USB Drive / Memory Card			30.70	52.73			33.77	58.00			NO	564	0	EOR	0.020	10.16	1.45	15.24	564			0619659206239	DA00012239	1	Minimum Order Quantity
SDDDC6-128G-G46	SanDisk	SDDDC6-128G-G46	Phone Drive USB Type-C, SDDDC6, 128GB, USB3.2 Gen 1 Type C/Type A, Swivel Design, Black, 5 Year Litmited Warranty	Phone Drive USB Type-C, SDDDC6, 128GB, USB3.2 Gen 1 Type C/Type A, Swivel Design, Black, 5 Year Litmited Warranty		Storage - USB Drive / Memory Card			45.90	79.09			50.49	87.00			NO	661	0	EOR	0.020	10.16	1.45	15.24	661			0619659206246	DA00012241	1	Minimum Order Quantity
SDDR-409-G46	SanDisk	SDDR-409-G46	SanDisk Extreme PRO SD UHS-II USB-C Reader/Writer, 2Y	SanDisk Extreme PRO SD UHS-II USB-C Reader/Writer, 2Y		Storage - Accessory			37.30	69.09			41.03	76.00			NO	0	0	EOR	0.070	10.1	2.58	15.2	0	619659161064	619659161064	0619659161064	R6435	1	Minimum Order Quantity
SDDR-F451-GNGEN	SanDisk	SDDR-F451-GNGEN	SanDisk CFexpress Card Reader/Writer, 2Y (New Version)	SanDisk CFexpress Card Reader/Writer, 2Y (New Version)		Storage - USB Drive / Memory Card			79.27	147.27			87.20	162.00			NO	0	0	EOR	0.180	10.3	3.45	13.6	0	619659184261	619659184261	0619659184261	Y6534	1	Minimum Order Quantity
SDIX60N-064G-GN6NN	SanDisk	SDIX60N-064G-GN6NN	SanDisk iXpand Flash Drive Go, SDIX60N 64GB, Black, iOS, USB 3.0, 2Y	SanDisk iXpand Flash Drive Go, SDIX60N 64GB, Black, iOS, USB 3.0, 2Y		Storage - USB Drive / Memory Card			90.90	157.27			99.99	173.00			NO	0	0	EOR	0.020	10.16	1.4	15.24	0	619659169381	619659169381	0619659169381	Y8373	1	Minimum Order Quantity
SDIX60N-128G-GN6NE	SanDisk	SDIX60N-128G-GN6NE	SanDisk iXpand Flash Drive Go, SDIX60N 128GB, Black, iOS, USB 3.0, 2Y	SanDisk iXpand Flash Drive Go, SDIX60N 128GB, Black, iOS, USB 3.0, 2Y		Storage - USB Drive / Memory Card			119.32	206.36			131.25	227.00			NO	258	0	EOR	0.020	10.16	1.4	15.24	258	619659169411	619659169411	0619659169411	K4258	1	Minimum Order Quantity
SDIX60N-256G-GN6NE	SanDisk	SDIX60N-256G-GN6NE	SanDisk iXpand Flash Drive Go, SDIX60N 256GB, Black, iOS, USB 3.0, 2Y	SanDisk iXpand Flash Drive Go, SDIX60N 256GB, Black, iOS, USB 3.0, 2Y		Storage - USB Drive / Memory Card			168.16	287.27			184.98	316.00			NO	448	0	EOR	0.020	10.16	1.4	15.24	448	0619659169947	619659169947	0619659169947	K5451	1	Minimum Order Quantity
SDIXS0N-1T00-GN6NE	SanDisk	SDIXS0N-1T00-GN6NE	SanDisk 1TB PhoneUSB-C Flash Drive	SanDisk 1TB PhoneUSB-C Flash Drive		Storage - USB Drive / Memory Card			393.52	575.45			432.87	633.00			NO	5	0	EOR	0.010	5	3	12	5			0619659216719	DA00024186	1	Minimum Order Quantity
SDIXS0N-256G-GN6NE	SanDisk	SDIXS0N-256G-GN6NE	SanDisk 256GB Phone USB-C Flash Drive	SanDisk 256GB Phone USB-C Flash Drive		Storage - USB Drive / Memory Card			182.19	266.36			200.41	293.00			NO	50	0	EOR	0.020	5	3	12	50			0619659216702	DA00024184	1	Minimum Order Quantity
SDIXS0N-512G-GN6NE	SanDisk	SDIXS0N-512G-GN6NE	SanDisk 512GB Phone USB-C Flash Drive	SanDisk 512GB Phone USB-C Flash Drive		Storage - USB Drive / Memory Card			291.50	426.36			320.65	469.00			NO	5	0	EOR	0.010	5	3	12	5			0619659216726	DA00024185	1	Minimum Order Quantity
SDRU2ZX/A	Apple	SDRU2ZX/A	AppleCare for Enterprise for 14-inch MacBook Pro 36 months Tier 1	AppleCare for Enterprise for 14-inch MacBook Pro 36 months Tier 1		Warranty Upgrade			286.43	285.00			315.07	313.50			NO	B	B	EOR	1.000	0	0	0	B	194253037002	194253037002	0194253037002	a4237	1	Minimum Order Quantity
SDRV2ZX/A	Apple	SDRV2ZX/A	AppleCare for Enterprise for 14-inch MacBook Pro 48 months Tier 1	AppleCare for Enterprise for 14-inch MacBook Pro 48 months Tier 1		Warranty Upgrade			392.96	391.00			432.26	430.10			NO	B	B	EOR	0.010	0	0	0	B	194253036937	194253036937	0194253036937	a4243	1	Minimum Order Quantity
SDSDUN4-032G-GN6IN	SanDisk	SDSDUN4-032G-GN6IN	SanDisk Ultra SDHC, SDUN4 32GB, C10, UHS-I, 120MB/s R, 4x6, 10Y	SanDisk Ultra SDHC, SDUN4 32GB, C10, UHS-I, 120MB/s R, 4x6, 10Y		Storage - USB Drive / Memory Card			24.54	45.45			26.99	50.00			NO	4115	0	EOR	0.020	10.16	0.5	15.24	4115	619659183813	619659183813	0619659183813	Y5045	1	Minimum Order Quantity
SDSDUNB-064G-GN6IN	SanDisk	SDSDUNB-064G-GN6IN	SanDisk Ultra SDXC, SDUNB 64GB, C10, UHS-I, 140MB/s R, 4x6, 10Y	SanDisk Ultra SDXC, SDUNB 64GB, C10, UHS-I, 140MB/s R, 4x6, 10Y		Storage - USB Drive / Memory Card			32.65	60.91			35.92	67.00			NO	1163	0	EOR	0.020	10.16	0.5	15.24	1163	619659200176	619659200176	0619659200176	b7335	1	Minimum Order Quantity
SDSDUNB-128G-GN6IN	SanDisk	SDSDUNB-128G-GN6IN	SanDisk Ultra SDXC, SDUNB 128GB, C10, UHS-I, 140MB/s R, 4x6, 10Y	SanDisk Ultra SDXC, SDUNB 128GB, C10, UHS-I, 140MB/s R, 4x6, 10Y		Storage - USB Drive / Memory Card			48.59	90.00			53.45	99.00			NO	806	0	EOR	0.020	10.16	0.5	15.24	806	619659200190	619659200190	0619659200190	b8060	1	Minimum Order Quantity
SDSDUNC-256G-GN6IN	SanDisk	SDSDUNC-256G-GN6IN	SanDisk Ultra SDXC, SDUNC 256GB, C10, UHS-I, 150MB/s R, 4x6, 10Y	SanDisk Ultra SDXC, SDUNC 256GB, C10, UHS-I, 150MB/s R, 4x6, 10Y		Storage - USB Drive / Memory Card			97.18	180.91			106.90	199.00			NO	220	0	EOR	0.020	10.16	0.5	15.24	220	619659200237	619659200237	0619659200237	b7337	1	Minimum Order Quantity
SDSDUNC-512G-GN6IN	SanDisk	SDSDUNC-512G-GN6IN	SanDisk Ultra SDXC, SDUNC 512GB, C10, UHS-I, 150MB/s R, 4x6, 10Y	SanDisk Ultra SDXC, SDUNC 512GB, C10, UHS-I, 150MB/s R, 4x6, 10Y		Storage - USB Drive / Memory Card			179.75	281.82			197.72	310.00			NO	71	0	EOR	0.010	10.16	0.5	15.24	71	619659200145	619659200145	0619659200145	b8554	1	Minimum Order Quantity
SDSDXDM-128G-GN4IN	SanDisk	SDSDXDM-128G-GN4IN	SanDisk 128GB Extreme PRO SDXC UHS-II Memory Card - Up to 300MB/s Read and Write speeds, V90, 8K, 4K UHD, SD Card	SanDisk 128GB Extreme PRO SDXC UHS-II Memory Card - Up to 300MB/s Read and Write speeds, V90, 8K, 4K UHD, SD Card		Storage - USB Drive / Memory Card			291.41	479.82			320.55	527.80			NO	0	0	EOR	0.030	10.16	1.4	15.24	0			0619659215934	DA00021266	1	Minimum Order Quantity
SDSDXEP-064G-GN4IN	SanDisk	SDSDXEP-064G-GN4IN	SanDisk Extreme Pro SDXC, SDSDXEP 64GB, V60, U3, C10, UHS-II, 280MB/s R, 100MB/s W, 4x6, Lifetime Limited	SanDisk Extreme Pro SDXC, SDSDXEP 64GB, V60, U3, C10, UHS-II, 280MB/s R, 100MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			186.55	272.73			205.20	300.00			NO	0	0	EOR	0.030	10.16	1.4	15.24	0	619659202125	619659202125	0619659202125	c6873	1	Minimum Order Quantity
SDSDXEP-128G-GN4IN	SanDisk	SDSDXEP-128G-GN4IN	SanDisk Extreme Pro SDXC, SDSDXEP 128GB, V60, U3, C10, UHS-II, 280MB/s R, 100MB/s W, 4x6, Lifetime Limited	SanDisk Extreme Pro SDXC, SDSDXEP 128GB, V60, U3, C10, UHS-II, 280MB/s R, 100MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			228.59	334.55			251.45	368.00			NO	0	0	EOR	0.030	5	0.1	6	0	619659202132	619659202132	0619659202132	c6874	1	Minimum Order Quantity
SDSDXEP-128G-GNCIS	SanDisk	SDSDXEP-128G-GNCIS	SanDisk Creator Series SD UHS-II V60 cards UHS-II 128GB SD 280MB/s(R) / 100MB/s(W) Blue	SanDisk Creator Series SD UHS-II V60 cards UHS-II 128GB SD 280MB/s(R) / 100MB/s(W) Blue		Storage - USB Drive / Memory Card			247.17	367.27			271.89	404.00			NO	20	0	EOR	0.020	5	2	10	20			0619659216603	DA00022748	1	Minimum Order Quantity
SDSDXEP-1T00-GN4IN	SanDisk	SDSDXEP-1T00-GN4IN	SanDisk Extreme Pro SDXC, SDSDXEP 1TB, V60, U3, C10, UHS-II, 280MB/s R, 150MB/s W, 4x6, Lifetime Limited	SanDisk Extreme Pro SDXC, SDSDXEP 1TB, V60, U3, C10, UHS-II, 280MB/s R, 150MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			1153.44	1476.36			1268.78	1624.00			NO	6	0	EOR	0.020	10.16	1.4	15.24	6	619659202163	619659202163	0619659202163	c6877	1	Minimum Order Quantity
SDSDXEP-1T00-GNCIS	SanDisk	SDSDXEP-1T00-GNCIS	SanDisk Creator Series SD UHS-II V60 cards UHS-II 1TB SD 280MB/s(R) / 150MB/s(W) Blue	SanDisk Creator Series SD UHS-II V60 cards UHS-II 1TB SD 280MB/s(R) / 150MB/s(W) Blue		Storage - USB Drive / Memory Card			1153.44	1226.55			1268.78	1349.20			NO	15	0	EOR	0.020	5	2	10	15			0619659216597	DA00022749	1	Minimum Order Quantity
SDSDXEP-256G-GN4IN	SanDisk	SDSDXEP-256G-GN4IN	SanDisk Extreme Pro SDXC, SDSDXEP 256GB, V60, U3, C10, UHS-II, 280MB/s R, 150MB/s W, 4x6, Lifetime Limited	SanDisk Extreme Pro SDXC, SDSDXEP 256GB, V60, U3, C10, UHS-II, 280MB/s R, 150MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			375.73	549.09			413.30	604.00			NO	3	0	EOR	0.030	10.16	1.4	15.24	3	619659202149	619659202149	0619659202149	c6875	1	Minimum Order Quantity
SDSDXEP-256G-GNCIS	SanDisk	SDSDXEP-256G-GNCIS	SanDisk Creator Series SD UHS-II V60 cards UHS-II 256GB SD 280MB/s(R) / 150MB/s(W) Blue	SanDisk Creator Series SD UHS-II V60 cards UHS-II 256GB SD 280MB/s(R) / 150MB/s(W) Blue		Storage - USB Drive / Memory Card			375.73	549.09			413.30	604.00			NO	98	0	EOR	0.020	5	2	10	98			0619659216580	DA00022750	1	Minimum Order Quantity
SDSDXEP-512G-GN4IN	SanDisk	SDSDXEP-512G-GN4IN	SanDisk Extreme Pro SDXC, SDSDXEP 512GB, V60, U3, C10, UHS-II, 280MB/s R, 150MB/s W, 4x6, Lifetime Limited	SanDisk Extreme Pro SDXC, SDSDXEP 512GB, V60, U3, C10, UHS-II, 280MB/s R, 150MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			691.01	942.73			760.11	1037.00			NO	0	0	EOR	0.030	10.16	1.4	15.24	0	619659202156	619659202156	0619659202156	c6876	1	Minimum Order Quantity
SDSDXEP-512G-GNCIS	SanDisk	SDSDXEP-512G-GNCIS	SanDisk Creator Series SD UHS-II V60 cards UHS-II 512GB SD 280MB/s(R) / 150MB/s(W) Blue	SanDisk Creator Series SD UHS-II V60 cards UHS-II 512GB SD 280MB/s(R) / 150MB/s(W) Blue		Storage - USB Drive / Memory Card			691.01	884.55			760.11	973.00			NO	128	0	EOR	0.020	5	2	10	128			0619659216610	DA00022751	1	Minimum Order Quantity
SDSDXV2-064G-GNCIN	SanDisk	SDSDXV2-064G-GNCIN	SanDisk Extreme SDXC, SDXV2 64GB, V30, U3, C10, UHS-I, 170MB/s R, 80MB/s W, 4x6, Lifetime Limited	SanDisk Extreme SDXC, SDXV2 64GB, V30, U3, C10, UHS-I, 170MB/s R, 80MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			42.42	79.09			46.66	87.00			NO	1146	0	EOR	0.020	10.16	0.53	15.24	1146	619659188610	619659188610	0619659188610	b3343	1	Minimum Order Quantity
SDSDXVA-128G-GNCIN	SanDisk	SDSDXVA-128G-GNCIN	SanDisk Extreme SDXC, SDXVA 128GB, V30, U3, C10, UHS-I, 180MB/s R, 90MB/s W, 4x6, Lifetime Limited	SanDisk Extreme SDXC, SDXVA 128GB, V30, U3, C10, UHS-I, 180MB/s R, 90MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			60.73	112.73			66.80	124.00			NO	1355	0	EOR	0.020	10.16	0.53	15.24	1355	619659188863	619659188863	0619659188863	b3344	1	Minimum Order Quantity
SDSDXVT-032G-GNCIN	SanDisk	SDSDXVT-032G-GNCIN	SanDisk Extreme SDHC, SDXVT 32GB, V30, U3, C10, UHS-I, 100MB/s R, 60MB/s W, 4x6, Lifetime Limited	SanDisk Extreme SDHC, SDXVT 32GB, V30, U3, C10, UHS-I, 100MB/s R, 60MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			34.36	63.64			37.80	70.00			NO	717	0	EOR	0.020	0	0	0	717	619659188924	619659188924	0619659188924	b3378	1	Minimum Order Quantity
SDSDXVV-256G-GNCIN	SanDisk	SDSDXVV-256G-GNCIN	SanDisk Extreme SDXC, SDXVV 256GB, V30, U3, C10, UHS-I, 180MB/s R, 130MB/s W, 4x6, Lifetime Limited	SanDisk Extreme SDXC, SDXVV 256GB, V30, U3, C10, UHS-I, 180MB/s R, 130MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			121.48	225.45			133.63	248.00			NO	1505	0	EOR	0.020	10.16	0.53	15.24	1505	619659188948	619659188948	0619659188948	b3345	1	Minimum Order Quantity
SDSDXXD-128G-GN4IN	SanDisk	SDSDXXD-128G-GN4IN	SanDisk Extreme Pro SDXC, SDXXD 128GB, V30, U3, C10, UHS-I, 200MB/s R, 90MB/s W, 4x6, Lifetime Limited	SanDisk Extreme Pro SDXC, SDXXD 128GB, V30, U3, C10, UHS-I, 200MB/s R, 90MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			84.38	87.08			92.82	95.79			NO	1885	0	EOR	0.030	10.16	1.4	15.24	1885	619659188634	619659188634	0619659188634	b3346	1	Minimum Order Quantity
SDSDXXD-1T00-GN4IN	SanDisk	SDSDXXD-1T00-GN4IN	SanDisk Extreme Pro SDXC, SDXXD 1TB, V30, U3, C10, UHS-I, 200MB/s R, 140MB/s W, 4x6, Lifetime Limited	SanDisk Extreme Pro SDXC, SDXXD 1TB, V30, U3, C10, UHS-I, 200MB/s R, 140MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			537.91	787.27			591.70	866.00			NO	0	0	EOR	0.030	10.16	1.4	15.24	0	619659188641	619659188641	0619659188641	b7623	1	Minimum Order Quantity
SDSDXXD-256G-GN4IN	SanDisk	SDSDXXD-256G-GN4IN	SanDisk Extreme Pro SDXC, SDXXD 256GB, V30, U3, C10, UHS-I,  200MB/s R, 140MB/s  W, 4x6, Lifetime Limited	SanDisk Extreme Pro SDXC, SDXXD 256GB, V30, U3, C10, UHS-I,  200MB/s R, 140MB/s  W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			168.76	172.59			185.64	189.85			NO	590	0	EOR	0.020	10.16	1.4	15.24	590	619659188658	619659188658	0619659188658	b3347	1	Minimum Order Quantity
SDSDXXD-512G-GN4IN	SanDisk	SDSDXXD-512G-GN4IN	SanDisk Extreme Pro SDXC, SDXXD 512GB, V30, U3, C10, UHS-I, 200MB/s R, 140MB/s W, 4x6, Lifetime Limited	SanDisk Extreme Pro SDXC, SDXXD 512GB, V30, U3, C10, UHS-I, 200MB/s R, 140MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			256.15	288.64			281.76	317.50			NO	386	0	EOR	0.030	16.5	11.1	8.6	386	619659188665	619659188665	0619659188665	b3348	1	Minimum Order Quantity
