SUPPLIER_PART_NUMBER	MANUFACTURER_NAME	MANUFACTURER_PART_NUMBER	SHORT_DESCRIPTION	LONG_DESCRIPTION	NOTES_COMMENTS	CATEGORY_OF_PRODUCT_1	CATEGORY_OF_PRODUCT_2	CATEGORY_OF_PRODUCT_3	RESELLER_BUY_EX	RRP_EX	GOV_BUY_EX	GOV_RETAIL_EX	RESELLER_BUY_INC	RRP_INC	GOV_BUY_INC	GOV_RETAIL_INC	SERIALIZED	AVAILABILITY_M	AVAILABILITY_S	EOR_MARKER	WEIGHT	HEIGHT	WIDTH	LENGTH	TOTAL_AVAILABILITY	EAN	UPC	APN	G_Code	MOQ	MOQ_TYPE
32U720A-B	LG	32U720A-B.AAU	"31.5"" ULTRAFINE,HDR10,VA,16:9,4K,UHD(3840x2160),4MS,60Hz,HDMI(2.0),DP(1.4),USB-C(90W),TILT,PIVOT,HEIGHT, SWIVEL,SPK(5Wx2),VESA100x100,3YR WTY"	"31.5"" ULTRAFINE,HDR10,VA,16:9,4K,UHD(3840x2160),4MS,60Hz,HDMI(2.0),DP(1.4),USB-C(90W),TILT,PIVOT,HEIGHT, SWIVEL,SPK(5Wx2),VESA100x100,3YR WTY"		Monitor			503.70	680.91			554.07	749.00			NO	0	28	EOR	11.300	25	59.78	7143	28	8806096552698	8806096552698	8806096552698	DA00022743	1	Minimum Order Quantity
32U721SA-W	LG	32U721SA-W.AAU	"31.5"" SMART MONITOR,WEBOS,HDR10,VA,16:9,UHD(3840x2160),5ms,60Hz,HDMI(2.0)x2,USB-C(65W),BT,WIFI,TILT,SPK(5Wx2),VESA100x100,3YR WTY"	"31.5"" SMART MONITOR,WEBOS,HDR10,VA,16:9,UHD(3840x2160),5ms,60Hz,HDMI(2.0)x2,USB-C(65W),BT,WIFI,TILT,SPK(5Wx2),VESA100x100,3YR WTY"		Monitor			461.66	653.64			507.83	719.00			NO	0	0	EOR	9.300	45.7	42.93	71.37	0	8806096626726	8806096626726	8806096626726	DA00024679	1	Minimum Order Quantity
32U990A-S	LG	32U990A-S.AAU	"31.5"" ULTRAFINE,HDR600,IPS,16:9,6K(6144x3456),5MS,60Hz,HDMI(2.1)x2,DP(2.1),TB(96W),USB-C,KVM,TILT,PIVOT,HEIGHT,SPK(10Wx2),VESA(100x100),3YR WTY"	"31.5"" ULTRAFINE,HDR600,IPS,16:9,6K(6144x3456),5MS,60Hz,HDMI(2.1)x2,DP(2.1),TB(96W),USB-C,KVM,TILT,PIVOT,HEIGHT,SPK(10Wx2),VESA(100x100),3YR WTY"		Monitor			2353.70	3362.73			2589.07	3699.00			NO	5	10	EOR	14.050	26.5	41.35	71.84	15	8806096632079	8806096632079	8806096632079	DA00024680	1	Minimum Order Quantity
32UR500K-B	LG	32UR500K-B.AAU	"31.5"" ULTRAFINE,HDR10,VA,16:9,4K,UHD(3840x2160),4MS,60Hz,HDMI(2.0)x2,DP(1.4),TILT,SPK(5Wx2)VESA100x100,3YR WTY"	"31.5"" ULTRAFINE,HDR10,VA,16:9,4K,UHD(3840x2160),4MS,60Hz,HDMI(2.0)x2,DP(1.4),TILT,SPK(5Wx2)VESA100x100,3YR WTY"		Monitor			385.98	490.00			424.58	539.00			NO	219	111	EOR	8.900	26.5	41.35	71.84	330	8806096197721	8806096197721	8806096197721	DA00024681	1	Minimum Order Quantity
32UR550K-B	LG	32UR550K-B.AAU	"31.5"" ULTRAFINE,HDR10,VA,16:9,4K,UHD(3840x2160),4MS,60Hz,HDMI(2.0)x2,DP(1.4),TILT,HEIGHT,PIVOT,SPK(5Wx2),VESA100x100,3YR WTY"	"31.5"" ULTRAFINE,HDR10,VA,16:9,4K,UHD(3840x2160),4MS,60Hz,HDMI(2.0)x2,DP(1.4),TILT,HEIGHT,PIVOT,SPK(5Wx2),VESA100x100,3YR WTY"		Monitor			394.39	517.27			433.83	569.00			NO	15	19	EOR	10.150	23.93	59.71	71.43	34	8806096324202	8806096324202	8806096324202	DA00018005	1	Minimum Order Quantity
34BA85QE-B	LG	34BA85QE-B.AAU	"34""ULTRAWIDE,HDR10,IPS,21:9,UWQHD(3440x1440),5ms,60Hz,HDMI(2.0)x2,DP(1.4),USB-C(90W),RJ-45,WEBCAM,KVM,TILT,HEIGHT,SWIVEL,SPK(5Wx2),VESA100x100,3YR WTY"	"34""ULTRAWIDE,HDR10,IPS,21:9,UWQHD(3440x1440),5ms,60Hz,HDMI(2.0)x2,DP(1.4),USB-C(90W),RJ-45,WEBCAM,KVM,TILT,HEIGHT,SWIVEL,SPK(5Wx2),VESA100x100,3YR WTY"		Monitor			629.84	726.36			692.82	799.00			NO	0	0	EOR	13.450	26.75	54.43	81.67	0	8806096413203	8806096413203	8806096413203	DA00020023	1	Minimum Order Quantity
34G630A-B	LG	34G630A-B.AAUQ	"34"" ULTRAGEAR,FSYNC HDR400,VA,21:9,WQHD(3440x1440),1500R,1ms,240Hz,HDMI(2.1)x2,DP(1.4)x1,USB-C(15W),SPK(5Wx2),TILT,HEIGHT,SWIVEL,VESA100x100,3YR WTY"	"34"" ULTRAGEAR,FSYNC HDR400,VA,21:9,WQHD(3440x1440),1500R,1ms,240Hz,HDMI(2.1)x2,DP(1.4)x1,USB-C(15W),SPK(5Wx2),TILT,HEIGHT,SWIVEL,VESA100x100,3YR WTY"		Monitor - Gaming			646.66	771.82			711.33	849.00			NO	0	80	EOR	12.900	30.75	56.5	78	80	8806096585108	8806096585108	8806096585108	DA00022039	1	Minimum Order Quantity
34GX90SA-W	LG	34GX90SA-W.AAU	"34"" ULTRAGEAR,GSYNC,OLED,21:9,WQHD(3440x1440),800R,0.03ms,240Hz,HDMI(2.1)x2,DP(1.4)x1,USB-C(65w),RJ45,SPK(7Wx2),TILT,HEIGHT,SWIVEL,VESA100x100,2YR WTY"	"34"" ULTRAGEAR,GSYNC,OLED,21:9,WQHD(3440x1440),800R,0.03ms,240Hz,HDMI(2.1)x2,DP(1.4)x1,USB-C(65w),RJ45,SPK(7Wx2),TILT,HEIGHT,SWIVEL,VESA100x100,2YR WTY"		Monitor - Gaming			1092.34	2180.91			1201.57	2399.00			NO	0	6	EOR	15.600	29.18	58.04	78.41	6	8806096479438	8806096479438	8806096479438	DA00021630	1	Minimum Order Quantity
34U601SA-W	LG	34U601SA-W.AAU	"34"" SMART MONITOR,WEBOS,HDR10,VA,16:9,UWQHD(3840x1440),1800R,5ms,100Hz,HDMI(2.0)x2,BT,RJ45,WIFI,TILT,SPK(7Wx2),VESA100x100,3YR WTY"	"34"" SMART MONITOR,WEBOS,HDR10,VA,16:9,UWQHD(3840x1440),1800R,5ms,100Hz,HDMI(2.0)x2,BT,RJ45,WIFI,TILT,SPK(7Wx2),VESA100x100,3YR WTY"		Monitor			461.66	635.45			507.83	699.00			NO	0	0	EOR	9.700	22	48.63	80.91	0	8806096626832	8806096626832	8806096626832	DA00024683	1	Minimum Order Quantity
39GX90SA-W	LG	39GX90SA-W.AAU	"39"" ULTRAGEAR,GSYNC,OLED,21:9,WQHD(3440x1440),800R,0.03ms,240Hz,HDMI(2.1)x2,DP(1.4),USB-C(65w),RJ45,SPK(7Wx2),TILT,HEIGHT,SWIVEL,VESA100x100,2YR WTY"	"39"" ULTRAGEAR,GSYNC,OLED,21:9,WQHD(3440x1440),800R,0.03ms,240Hz,HDMI(2.1)x2,DP(1.4),USB-C(65w),RJ45,SPK(7Wx2),TILT,HEIGHT,SWIVEL,VESA100x100,2YR WTY"		Monitor			1807.11	2480.91			1987.82	2729.00			NO	87	0	EOR	16.400	32.28	60.57	88.78	87	8806096444160	8806096444160	8806096444160	DA00020187	1	Minimum Order Quantity
39GX950B-B	LG	39GX950B-B.AAU	"39"" ULTRAGEAR EVO,GSYNC,HDR500,21:9,OLED,WUHD(5120x2160),0.03ms,D-MODE(WUHD 165Hz-WFHD 330Hz),HDMI(2.1),DP(2.1),USB-C(90w),TLT,HGT,SVL,VESA100x100,2YR"	"39"" ULTRAGEAR EVO,GSYNC,HDR500,21:9,OLED,WUHD(5120x2160),0.03ms,D-MODE(WUHD 165Hz-WFHD 330Hz),HDMI(2.1),DP(2.1),USB-C(90w),TLT,HGT,SVL,VESA100x100,2YR"		Monitor - Gaming			2437.80	2817.27			2681.58	3099.00			NO	231	0	EOR	15.850	32.28	60.54	92.14	231	8806096853474	8806096853474	8806096853474	DA00030371	1	Minimum Order Quantity
3B4Q5UT	HP System - Commercial	3B4Q5UT	HP 435 Multi-Device Wireless Mouse (Replaces 3B4Q5AA)	HP 435 Multi-Device Wireless Mouse (Replaces 3B4Q5AA)		Notebook Accessory - Commercial			36.89	49.00			40.58	53.90			NO	58	50	EOR	0.180	4.02	7.43	11.56	108	198122959082	198122959082	0198122959082	DA00006708	1	Minimum Order Quantity
3E2U5UT	HP System - Commercial	3E2U5UT	"HP Renew Business 17"" Backpack  (Replaces 3E2U5AA)"	"HP Renew Business 17"" Backpack  (Replaces 3E2U5AA)"		Notebook Accessory - Commercial			46.00	59.00			50.60	64.90			NO	11	99	EOR	0.800	50	37	50.5	110		195908382058	0195908382058	DA00006714	1	Minimum Order Quantity
3E2U6AA	HP System - Commercial	3E2U6AA	"HP Renew Business 17"" Laptop Bag"	"HP Renew Business 17"" Laptop Bag"		Notebook Accessory - Commercial			34.00	45.00			37.40	49.50			NO	99	0	EOR	0.640	37	47	58	99	195908300953	195908300953	0195908300953	Z9796	1	Minimum Order Quantity
3E2U7AA	HP System - Commercial	3E2U7AA	"HP Renew Business 14"" Portfolio Sleeve"	"HP Renew Business 14"" Portfolio Sleeve"		Notebook Accessory - Commercial			21.50	29.00			23.65	31.90			NO	34	118	EOR	0.500	28	38.5	68.5	152	195908300946	195908300946	0195908300946	Z9795	1	Minimum Order Quantity
3E5F8AA	HP System - Commercial	3E5F8AA	"HP Renew Business 15"" Laptop Bag"	"HP Renew Business 15"" Laptop Bag"		Notebook Accessory - Commercial			29.00	39.00			31.90	42.90			NO	150	185	EOR	0.640	33.5	43	61.5	335	195908323013	195908323013	0195908323013	Z9793	1	Minimum Order Quantity
3E5F9AA	HP System - Commercial	3E5F9AA	"HP Renew Business 14"" Laptop Bag"	"HP Renew Business 14"" Laptop Bag"		Notebook Accessory - Commercial			29.50	39.00			32.45	42.90			NO	0	0	EOR	0.550	31.5	42.5	45	0	195908323020	195908323020	0195908323020	Z9792	1	Minimum Order Quantity
3JA77AA	HP - Print	3JA77AA	HP 965 Cyan Original Ink Cartridge	HP 965 Cyan Original Ink Cartridge		Print Consumable - Inkjet Cartridges			31.57	38.13			34.73	41.94			NO	170	240	EOR	0.050	0	0	0	410	193015007420	193015007420	0193015007420	J8012	1	Minimum Order Quantity
3JA78AA	HP - Print	3JA78AA	HP 965 Magenta Original Ink Cartridge	HP 965 Magenta Original Ink Cartridge		Print Consumable - Inkjet Cartridges			31.57	38.13			34.73	41.94			NO	108	371	EOR	0.050	0	0	0	479	193015007437	193015007437	0193015007437	J8013	1	Minimum Order Quantity
3JA79AA	HP - Print	3JA79AA	HP 965 Yellow Original Ink Cartridge	HP 965 Yellow Original Ink Cartridge		Print Consumable - Inkjet Cartridges			31.57	38.13			34.73	41.94			NO	196	400	EOR	0.050	0	0	0	596	193015007444	193015007444	0193015007444	J8014	1	Minimum Order Quantity
3JA80AA	HP - Print	3JA80AA	HP 965 Black Original Ink Cartridge	HP 965 Black Original Ink Cartridge		Print Consumable - Inkjet Cartridges			40.96	49.47			45.06	54.42			NO	90	157	EOR	0.090	0	0	0	247	193015007451	193015007451	0193015007451	J8015	1	Minimum Order Quantity
3JA81AA	HP - Print	3JA81AA	HP 965XL Cyan Original Ink Cartridge	HP 965XL Cyan Original Ink Cartridge		Print Consumable - Inkjet Cartridges			48.95	70.47			53.84	77.52			NO	266	180	EOR	0.070	0	0	0	446	193015007468	193015007468	0193015007468	J8016	1	Minimum Order Quantity
3JA82AA	HP - Print	3JA82AA	HP 965XL Magenta Original Ink Cartridge	HP 965XL Magenta Original Ink Cartridge		Print Consumable - Inkjet Cartridges			48.95	70.47			53.84	77.52			NO	195	15	EOR	0.070	0	0	0	210	193015007475	193015007475	0193015007475	J8017	1	Minimum Order Quantity
3JA83AA	HP - Print	3JA83AA	HP 965XL Yellow Original Ink Cartridge	HP 965XL Yellow Original Ink Cartridge		Print Consumable - Inkjet Cartridges			48.95	70.47			53.84	77.52			NO	203	188	EOR	0.070	0	0	0	391	193015007482	193015007482	0193015007482	J8018	1	Minimum Order Quantity
3JA84AA	HP - Print	3JA84AA	HP 965XL Black Original Ink Cartridge	HP 965XL Black Original Ink Cartridge		Print Consumable - Inkjet Cartridges			62.47	89.92			68.72	98.91			NO	606	169	EOR	0.120	0	0	0	775	193015007499	193015007499	0193015007499	J8019	1	Minimum Order Quantity
3JN69A(Wireless)	HP - Print	3JN69A	HP Jetdirect 3100w BLE/NFC/Wireless Accessory	HP Jetdirect 3100w BLE/NFC/Wireless Accessory		Printer & Scanner - Label Printer / Large Format / Accessory			112.01	155.22			123.21	170.74			NO	0	0	EOR	0.320	0	0	0	0		0192545545112	0192545545112	K5517	1	Minimum Order Quantity
3YM15AA	HP - Print	3YM15AA	HP 915 Cyan Original Ink Cartridge	HP 915 Cyan Original Ink Cartridge		Print Consumable - Inkjet Cartridges			14.52	17.54			15.97	19.29			NO	38	51	EOR	0.040	0	0	0	89	193015007512	193015007512	0193015007512	J8004	1	Minimum Order Quantity
3YM16AA	HP - Print	3YM16AA	HP 915 Magenta Original Ink Cartridge	HP 915 Magenta Original Ink Cartridge		Print Consumable - Inkjet Cartridges			14.52	17.54			15.97	19.29			NO	89	89	EOR	0.040	0	0	0	178	193015007529	193015007529	0193015007529	J8005	1	Minimum Order Quantity
3YM17AA	HP - Print	3YM17AA	HP 915 Yellow Original Ink Cartridge	HP 915 Yellow Original Ink Cartridge		Print Consumable - Inkjet Cartridges			14.52	17.54			15.97	19.29			NO	0	203	EOR	0.040	0	0	0	203	193015007536	193015007536	0193015007536	J8006	1	Minimum Order Quantity
3YM18AA	HP - Print	3YM18AA	HP 915 Black Original Ink Cartridge	HP 915 Black Original Ink Cartridge		Print Consumable - Inkjet Cartridges			23.79	28.74			26.17	31.61			NO	206	114	EOR	0.050	0	0	0	320	193015007543	193015007543	0193015007543	J8007	1	Minimum Order Quantity
3YM19AA	HP - Print	3YM19AA	HP 915XL Cyan Original Ink Cartridge	HP 915XL Cyan Original Ink Cartridge		Print Consumable - Inkjet Cartridges			28.57	34.51			31.43	37.96			NO	80	105	EOR	0.040	0	0	0	185	193015007550	193015007550	0193015007550	J8008	1	Minimum Order Quantity
3YM20AA	HP - Print	3YM20AA	HP 915XL Magenta Original Ink Cartridge	HP 915XL Magenta Original Ink Cartridge		Print Consumable - Inkjet Cartridges			28.57	34.51			31.43	37.96			NO	0	103	EOR	0.050	0	0	0	103	193015007567	193015007567	0193015007567	J8009	1	Minimum Order Quantity
3YM21AA	HP - Print	3YM21AA	HP 915XL Yellow Original Ink Cartridge	HP 915XL Yellow Original Ink Cartridge		Print Consumable - Inkjet Cartridges			28.57	34.51			31.43	37.96			NO	52	168	EOR	0.050	0	0	0	220	193015007574	193015007574	0193015007574	J8010	1	Minimum Order Quantity
3YM22AA	HP - Print	3YM22AA	HP 915XL Black Original Ink Cartridge	HP 915XL Black Original Ink Cartridge		Print Consumable - Inkjet Cartridges			53.39	64.48			58.73	70.93			NO	0	980	EOR	0.090	0	0	0	980	193015007581	193015007581	0193015007581	J8011	1	Minimum Order Quantity
3YM55AA	HP - Print	3YM55AA	HP 67 Tri-color Original Ink Cartridge	HP 67 Tri-color Original Ink Cartridge		Print Consumable - Inkjet Cartridges			25.64	30.97			28.20	34.07			NO	1388	5850	EOR	0.050	140	255	600	7238		0193905674732	0193905674732	R1829	1	Minimum Order Quantity
3YM56AA	HP - Print	3YM56AA	HP 67 Black Original Ink Cartridge	HP 67 Black Original Ink Cartridge		Print Consumable - Inkjet Cartridges			24.82	29.97			27.30	32.97			NO	323	5969	EOR	0.050	140	255	600	6292		0193905674190	0193905674190	R1826	1	Minimum Order Quantity
3YM57AA	HP - Print	3YM57AA	HP 67XL Black Original Ink Cartridge	HP 67XL Black Original Ink Cartridge		Print Consumable - Inkjet Cartridges			39.44	47.64			43.38	52.40			NO	80	5919	EOR	0.050	140	255	600	5999			0193905674206	R1827	1	Minimum Order Quantity
3YM58AA	HP - Print	3YM58AA	HP 67XL Tri-color Original Ink Cartridge	HP 67XL Tri-color Original Ink Cartridge		Print Consumable - Inkjet Cartridges			40.72	49.18			44.79	54.10			NO	280	5682	EOR	0.050	140	255	600	5962			0193905674213	R1830	1	Minimum Order Quantity
3YR-00005	Microsoft - Commercial	3YR-00005	Surface Mouse  Bluetooth Commercial GRAY	Surface Mouse  Bluetooth Commercial GRAY		Notebook Accessory - Commercial			69.90	90.86			76.89	99.95			NO	0	0	EOR	0.320	5.2	15.2	10.3	0		889842122510	0889842122510	C9156	1	Minimum Order Quantity
3YROSWSS	Brother	3YROSWSS	3 YEAR ONSITE WARRANTY FOR ALL MONO LASER & COLOUR LASER AND DESKTOP SCANNERS (RRP OVER $200)	3 YEAR ONSITE WARRANTY FOR ALL MONO LASER & COLOUR LASER AND DESKTOP SCANNERS (RRP OVER $200)		Printer - Warranty			247.36	270.00			272.10	297.00			NO	0	0	EOR	0.000	0	0	0	0			9312775001726	64369	1	Minimum Order Quantity
400PD(B27SZPT)	HP System - Commercial	B27SZPT	HP Pro SFF 400 G9, i5-14500, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (replaces A41J8PT)	HP Pro SFF 400 G9, i5-14500, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (replaces A41J8PT)		Desktop PC - Commercial			2008.00	2800.00			2208.80	3080.00			NO	0	112	EOR	6.250	28.7	40	49.9	112	198828536358	198828536358	0198828536358	DA00018545	1	Minimum Order Quantity
400PD(B29WGPT)	HP System - Commercial	B29WGPT	HP Pro Mini 400 G9, i7-14700T, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (replaces A41HTPT)	HP Pro Mini 400 G9, i7-14700T, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (replaces A41HTPT)		Desktop PC - Commercial			2108.00	2950.00			2318.80	3245.00			NO	57	163	EOR	2.720	13.2	23.5	49.8	220	198828547613	198828547613	0198828547613	DA00018544	1	Minimum Order Quantity
400PD(B29XLPT)	HP System - Commercial	B29XLPT	HP Pro SFF 400 G9, i7-14700, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (replaces A41K7PT)	HP Pro SFF 400 G9, i7-14700, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (replaces A41K7PT)		Desktop PC - Commercial			2218.00	3100.00			2439.80	3410.00			NO	26	88	EOR	6.800	28.7	40	49.9	114	198828561596	198828561596	0198828561596	DA00018546	1	Minimum Order Quantity
400PD(D88B7PT)	HP System - Commercial	D88B7PT	HP Pro Mini 400 G9, i7-14700T, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (Replaces B29WGPT)	HP Pro Mini 400 G9, i7-14700T, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (Replaces B29WGPT)		Desktop PC - Commercial			2118.00	2950.00			2329.80	3245.00			NO	200	300	EOR	2.800	13.2	23.5	49.8	500			1111111111111	DA00028027	1	Minimum Order Quantity
400PD(D88B8PT)	HP System - Commercial	D88B8PT	HP Pro Mini 400 G9, i5-14500T, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (Replaces B27SWPT)	HP Pro Mini 400 G9, i5-14500T, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (Replaces B27SWPT)		Desktop PC - Commercial			1898.00	2650.00			2087.80	2915.00			NO	236	765	EOR	2.800	13.2	23.5	49.8	1001			1111111111111	DA00028028	1	Minimum Order Quantity
40U990A-W	LG	40U990A-W.AAU	"39.7"" ULTRAFINE,HDR600,IPS,21:9,5K2K,WUHD(5120x2160),2500R,5MS,120Hz,HDMI(2.1)x2,DP(2.1),TB(96W),USB-C,KVM,RJ45,TILT,HEIGHT,SWIVEL,SPK(10Wx2),3YR"	"39.7"" ULTRAFINE,HDR600,IPS,21:9,5K2K,WUHD(5120x2160),2500R,5MS,120Hz,HDMI(2.1)x2,DP(2.1),TB(96W),USB-C,KVM,RJ45,TILT,HEIGHT,SWIVEL,SPK(10Wx2),3YR"		Monitor			1765.07	2453.64			1941.58	2699.00			NO	0	0	EOR	14.100	28.3	61.47	94.72	0	8806096552667	8806096552667	8806096552667	DA00022577	1	Minimum Order Quantity
435(9E942PT)	HP System - Commercial	9E942PT	"HP Probook x360 435 G10, 13.3"" FHD TS, Ryzen 5 7530U, 16GB, 256GB SSD, WIN 11 PRO (MSNA), PEN, 1YR ONSITE WTY, NO DIB"	"HP Probook x360 435 G10, 13.3"" FHD TS, Ryzen 5 7530U, 16GB, 256GB SSD, WIN 11 PRO (MSNA), PEN, 1YR ONSITE WTY, NO DIB"		Notebook - Commercial			2249.00	2922.70			2473.90	3214.97			NO	115	0	EOR	2.200	1.8	30.85	22.3	115	197961482249	197961482249	0197961482249	DA00004715	1	Minimum Order Quantity
440PO(D88BSPT)	HP System - Commercial	D88BSPT	"HP ProOne 440 G9, 23.8"" NT, i5-14500, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (Replaces B93D1PT)"	"HP ProOne 440 G9, 23.8"" NT, i5-14500, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (Replaces B93D1PT)"		Desktop PC - Commercial			2138.00	2980.00			2351.80	3278.00			NO	50	47	EOR	11.600	198	66	24	97			1111111111111	DA00028033	1	Minimum Order Quantity
45GX90SA-B	LG	45GX90SA-B.AAU	"44.5"" ULTRAGEAR,GSYNC,OLED,21:9,WQHD(3440x1440),800R,0.03ms,240Hz,HDMI(2.1)x2,DP(1.4)x1,USB-C(65w),RJ45,SPK(7Wx2),TILT,HEIGHT,SWIVEL,VESA100x100,2YR"	"44.5"" ULTRAGEAR,GSYNC,OLED,21:9,WQHD(3440x1440),800R,0.03ms,240Hz,HDMI(2.1)x2,DP(1.4)x1,USB-C(65w),RJ45,SPK(7Wx2),TILT,HEIGHT,SWIVEL,VESA100x100,2YR"		Monitor - Gaming			2185.52	2726.36			2404.07	2999.00			NO	28	0	EOR	18.700	33.86	66.17	99.27	28	8806096430262	8806096430262	8806096430262	DA00021631	1	Minimum Order Quantity
45GX950A-B	LG	45GX950A-B.AAU	"44.5"" ULTRAGEAR,G-SYNC,HDR400,OLED,5K2K,21:9,WUHD(5120x2160),800R,0.03ms,D-MODE,HDMI(2.1),DP(2.1),USB-Cx1(90w),SPK(10Wx2),TLT,HGT,SVL,VESA100x100,2YR"	"44.5"" ULTRAGEAR,G-SYNC,HDR400,OLED,5K2K,21:9,WUHD(5120x2160),800R,0.03ms,D-MODE,HDMI(2.1),DP(2.1),USB-Cx1(90w),SPK(10Wx2),TLT,HGT,SVL,VESA100x100,2YR"		Monitor - Gaming			2353.70	3180.91			2589.07	3499.00			NO	15	0	EOR	19.850	34.2	66.56	99.16	15	8806096453902	8806096453902	8806096453902	DA00020190	1	Minimum Order Quantity
45M-CABLE	Starlink	4856100	STANDARD STARLINK CABLE 45M FOR STANDARD KIT (LATEST GENERATION)	STANDARD STARLINK CABLE 45M FOR STANDARD KIT (LATEST GENERATION)		Network & Firewall - Accessory			222.11	244.55			244.32	269.00			NO	0	0	EOR	2.890	8.1	31.7	32.3	0		850049670265	0850049670265	DA00005879	1	Minimum Order Quantity
49U950A-W	LG	49U950A-W.AAU	"49"" ULTRAWIDE,GSYNC,HDR400,IPS,32:9,DQHD(5120x1440),3800R,5ms,144Hz,HDMI(2.1)x2,DP(1.4),USB-C(90W),SPK(10Wx2),TILT,HEIGHT,SWIVEL,VESA100x100,3YR WTY"	"49"" ULTRAWIDE,GSYNC,HDR400,IPS,32:9,DQHD(5120x1440),3800R,5ms,144Hz,HDMI(2.1)x2,DP(1.4),USB-C(90W),SPK(10Wx2),TILT,HEIGHT,SWIVEL,VESA100x100,3YR WTY"		Monitor - Gaming			1765.07	2271.82			1941.58	2499.00			NO	0	0	EOR	16.550	49	29.8	133	0			8806096591208	DA00024342	1	Minimum Order Quantity
4K0U3NA	HP - Print	4K0U3NA	HP 924 Cyan Original Ink Cartridge	HP 924 Cyan Original Ink Cartridge		Print Consumable - Inkjet Cartridges			16.88	20.38			18.57	22.42			NO	129	163	EOR	0.040	10.01	2.39	11.48	292		196548610457	0196548610457	DA00000058	1	Minimum Order Quantity
4K0U4NA	HP - Print	4K0U4NA	HP 924 Magenta Original Ink Cartridge	HP 924 Magenta Original Ink Cartridge		Print Consumable - Inkjet Cartridges			16.88	20.38			18.57	22.42			NO	394	368	EOR	0.040	10.01	2.39	11.48	762		196548610471	0196548610471	DA00000059	1	Minimum Order Quantity
4K0U5NA	HP - Print	4K0U5NA	HP 924 Yellow Original Ink Cartridge	HP 924 Yellow Original Ink Cartridge		Print Consumable - Inkjet Cartridges			16.88	20.38			18.57	22.42			NO	310	498	EOR	0.040	10.01	2.39	11.48	808		196548610495	0196548610495	DA00000060	1	Minimum Order Quantity
4K0U6NA	HP - Print	4K0U6NA	HP 924 Black Original Ink Cartridge	HP 924 Black Original Ink Cartridge		Print Consumable - Inkjet Cartridges			34.89	42.14			38.38	46.35			NO	579	665	EOR	0.050	10.01	2.39	11.48	1244		196548610518	0196548610518	DA00000061	1	Minimum Order Quantity
4K0U7NA	HP - Print	4K0U7NA	HP 924e EvoMore Cyan Original Ink Cartridge	HP 924e EvoMore Cyan Original Ink Cartridge		Print Consumable - Inkjet Cartridges			34.07	41.15			37.48	45.27			NO	44	175	EOR	0.040	10.3	0.5	11	219	0196548610532	0196548610532	0196548610532	DA00003680	1	Minimum Order Quantity
4K0U8NA	HP - Print	4K0U8NA	HP 924e EvoMore Magenta Original Ink Cartridge	HP 924e EvoMore Magenta Original Ink Cartridge		Print Consumable - Inkjet Cartridges			34.07	41.15			37.48	45.27			NO	0	77	EOR	0.050	10.3	2.5	11	77	0196548610556	0196548610556	0196548610556	DA00003681	1	Minimum Order Quantity
4K0U9NA	HP - Print	4K0U9NA	HP 924e EvoMore Yellow Original Ink Cartridge	HP 924e EvoMore Yellow Original Ink Cartridge		Print Consumable - Inkjet Cartridges			34.07	41.15			37.48	45.27			NO	45	205	EOR	0.050	10.3	2.5	11	250	0196548610570	0196548610570	0196548610570	DA00003682	1	Minimum Order Quantity
4K0V0NA	HP - Print	4K0V0NA	HP 924e EvoMore Black Original Ink Cartridge	HP 924e EvoMore Black Original Ink Cartridge		Print Consumable - Inkjet Cartridges			70.43	85.06			77.47	93.57			NO	85	538	EOR	0.090	11.2	4.8	12.6	623	0196548610594	0196548610594	0196548610594	DA00003683	1	Minimum Order Quantity
4PD(D88BPPT)	HP System - Commercial	D88BPPT	HP ProDesk 4 SFF G1i, U7-265, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (Replaces C3FP6PT)	HP ProDesk 4 SFF G1i, U7-265, 16GB, 512GB SSD, WLAN, WIN 11 PRO, 3YR NBD ONSITE WTY (Replaces C3FP6PT)		Desktop PC - Commercial			2388.00	3330.00			2626.80	3663.00			NO	98	92	EOR	5.700	39.4	20	49.9	190			1111111111111	DA00028032	1	Minimum Order Quantity
